R FLEXOR CARPI RADIALIS: EMG 4 [V],R EXTENSOR DIGITORUM: EMG 5 [V],R IMU Wrist: ACC.X 6 [g],R IMU Wrist: ACC.Y 6 [g],R IMU Wrist: ACC.Z 6 [g],R IMU Wrist: GYRO.X 6 [°/s],R IMU Wrist: GYRO.Y 6 [°/s],R IMU Wrist: GYRO.Z 6 [°/s]
0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000
0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000
0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000
0.00000e+000,0.00000e+000,4.68262e-001,-1.85547e-002,9.69727e-001,6.15854e+000,-5.00000e+000,5.42683e+000
0.00000e+000,0.00000e+000,4.35059e-001,0.00000e+000,9.75586e-001,7.01220e+000,-2.01220e+000,3.78049e+000
0.00000e+000,0.00000e+000,3.75000e-001,3.27148e-002,9.86328e-001,7.19512e+000,5.42683e+000,1.15854e+000
0.00000e+000,0.00000e+000,3.50098e-001,3.85742e-002,1.00439e+000,5.97561e+000,9.39024e+000,1.82927e-001
0.00000e+000,0.00000e+000,3.24707e-001,3.95508e-002,1.05469e+000,3.17073e+000,1.56098e+001,-6.70732e-001
0.00000e+000,0.00000e+000,3.48145e-001,3.51563e-002,1.08594e+000,1.15854e+000,1.63415e+001,-7.92683e-001
0.00000e+000,0.00000e+000,3.80371e-001,3.75977e-002,1.09229e+000,-2.74390e+000,1.04268e+001,-2.80488e+000
0.00000e+000,0.00000e+000,4.33105e-001,3.61328e-002,1.11035e+000,-3.84146e+000,7.86585e+000,-4.87805e+000
0.00000e+000,0.00000e+000,4.36523e-001,4.24805e-002,1.11768e+000,-4.63415e+000,5.54878e+000,-9.75610e+000
0.00000e+000,0.00000e+000,3.95020e-001,4.73633e-002,1.13525e+000,-5.30488e+000,4.63415e+000,-1.18902e+001
0.00000e+000,0.00000e+000,3.62305e-001,4.49219e-002,1.14014e+000,-5.12195e+000,4.08537e+000,-1.48780e+001
0.00000e+000,0.00000e+000,2.98340e-001,2.00195e-002,1.14404e+000,-5.54878e+000,4.51220e+000,-1.53049e+001
0.00000e+000,0.00000e+000,2.70996e-001,3.41797e-003,1.13086e+000,-3.41463e+000,4.69512e+000,-1.54268e+001
0.00000e+000,0.00000e+000,2.27539e-001,-2.83203e-002,1.08643e+000,-2.56098e+000,4.32927e+000,-1.51829e+001
0.00000e+000,0.00000e+000,2.08984e-001,-4.49219e-002,1.06250e+000,-2.98780e+000,6.70732e-001,-1.44512e+001
0.00000e+000,0.00000e+000,1.76758e-001,-6.64063e-002,1.02734e+000,-3.59756e+000,-1.89024e+000,-1.36585e+001
0.00000e+000,0.00000e+000,1.63086e-001,-7.61719e-002,1.01416e+000,-6.34146e+000,-6.58537e+000,-1.27439e+001
0.00000e+000,0.00000e+000,1.23535e-001,-8.10547e-002,1.00049e+000,-8.90244e+000,-8.41463e+000,-1.07927e+001
0.00000e+000,0.00000e+000,1.06934e-001,-9.08203e-002,9.98047e-001,-1.08537e+001,-9.51220e+000,-9.45122e+000
0.00000e+000,0.00000e+000,9.76563e-002,-1.06934e-001,9.91699e-001,-1.31707e+001,-1.06098e+001,-5.79268e+000
0.00000e+000,0.00000e+000,1.00098e-001,-1.19141e-001,9.84863e-001,-1.39634e+001,-1.10976e+001,-3.65854e+000
0.00000e+000,0.00000e+000,1.07910e-001,-1.41602e-001,9.55078e-001,-1.41463e+001,-1.25610e+001,0.00000e+000
0.00000e+000,0.00000e+000,1.14746e-001,-1.57715e-001,9.13086e-001,-1.26220e+001,-1.42683e+001,1.09756e+000
0.00000e+000,0.00000e+000,1.07910e-001,-1.94824e-001,7.94434e-001,-8.23171e+000,-2.07927e+001,1.76829e+000
0.00000e+000,0.00000e+000,9.27734e-002,-2.10938e-001,7.17773e-001,-4.57317e+000,-2.32927e+001,1.34146e+000
0.00000e+000,0.00000e+000,1.41602e-002,-2.50977e-001,6.03027e-001,2.31707e+000,-2.50000e+001,6.09756e-001
0.00000e+000,0.00000e+000,-1.16699e-001,-3.08594e-001,5.41504e-001,6.21951e+000,-2.48780e+001,6.70732e-001
0.00000e+000,0.00000e+000,-1.88477e-001,-3.34961e-001,5.19531e-001,1.45122e+001,-2.39634e+001,2.31707e+000
0.00000e+000,0.00000e+000,-3.26660e-001,-3.86719e-001,4.93164e-001,1.81707e+001,-2.40244e+001,2.86585e+000
0.00000e+000,0.00000e+000,-3.84277e-001,-4.12109e-001,5.09277e-001,2.29878e+001,-2.57927e+001,3.90244e+000
0.00000e+000,0.00000e+000,-4.79492e-001,-4.47754e-001,5.66406e-001,2.56707e+001,-2.66463e+001,3.53659e+000
0.00000e+000,0.00000e+000,-5.09277e-001,-4.54102e-001,6.07910e-001,2.83537e+001,-2.98780e+001,1.21951e-001
0.00000e+000,0.00000e+000,-5.24902e-001,-4.40918e-001,6.72852e-001,2.84756e+001,-3.05488e+001,-2.25610e+000
0.00000e+000,0.00000e+000,-5.03418e-001,-4.23828e-001,7.07031e-001,2.55488e+001,-3.00000e+001,-6.64634e+000
0.00000e+000,0.00000e+000,-3.86230e-001,-3.74023e-001,7.93945e-001,2.21341e+001,-2.95122e+001,-7.86585e+000
0.00000e+000,0.00000e+000,-2.79785e-001,-3.47168e-001,8.48145e-001,1.57927e+001,-2.73780e+001,-7.37805e+000
0.00000e+000,0.00000e+000,6.83594e-003,-2.78809e-001,9.24805e-001,1.26220e+001,-2.75610e+001,-5.97561e+000
0.00000e+000,0.00000e+000,1.85059e-001,-1.97266e-001,9.96582e-001,-1.21951e-001,-2.23780e+001,-2.86585e+000
0.00000e+000,0.00000e+000,3.43750e-001,-1.35742e-001,1.33496e+000,-1.67683e+001,-2.28659e+001,1.15854e+000
0.00000e+000,0.00000e+000,4.17480e-001,-1.31348e-001,1.23438e+000,-1.12805e+001,-3.96341e+001,5.48780e+000
0.00000e+000,0.00000e+000,6.86035e-001,-5.37109e-002,7.54395e-001,-1.15854e+000,-6.01220e+001,1.35976e+001
0.00000e+000,0.00000e+000,8.07129e-001,2.44141e-003,6.05469e-001,6.09756e-002,-5.48781e+001,1.50000e+001
0.00000e+000,0.00000e+000,8.82813e-001,7.91016e-002,6.46484e-001,-3.96341e+000,-3.20122e+001,1.70732e+001
0.00000e+000,0.00000e+000,8.56445e-001,9.37500e-002,7.15332e-001,-5.12195e+000,-2.46341e+001,1.90854e+001
0.00000e+000,0.00000e+000,7.28516e-001,1.13281e-001,8.53516e-001,-1.40244e+000,-1.84146e+001,2.07317e+001
0.00000e+000,0.00000e+000,6.35254e-001,1.09863e-001,9.01367e-001,2.98780e+000,-1.37195e+001,2.06098e+001
0.00000e+000,0.00000e+000,4.06250e-001,8.54492e-002,9.70703e-001,1.10976e+001,3.65854e-001,1.75610e+001
0.00000e+000,0.00000e+000,1.96289e-001,4.73633e-002,1.03271e+000,1.21951e+001,5.42683e+000,1.52439e+001
0.00000e+000,0.00000e+000,1.32813e-001,2.53906e-002,1.06787e+000,7.74390e+000,9.51220e+000,9.57317e+000
0.00000e+000,0.00000e+000,1.13770e-001,-2.49023e-002,1.11914e+000,4.20732e+000,8.17073e+000,6.89024e+000
0.00000e+000,0.00000e+000,1.47949e-001,-4.44336e-002,1.11914e+000,7.92683e-001,6.70732e+000,9.75610e-001
0.00000e+000,0.00000e+000,2.25098e-001,-6.15234e-002,1.06250e+000,1.82927e-001,5.91463e+000,-1.40244e+000
0.00000e+000,0.00000e+000,2.64160e-001,-5.85938e-002,1.02393e+000,-6.70732e-001,2.98780e+000,-5.91463e+000
0.00000e+000,0.00000e+000,3.24219e-001,-4.88281e-002,9.94141e-001,-9.14634e-001,2.13415e+000,-7.13415e+000
0.00000e+000,0.00000e+000,3.36426e-001,-5.71289e-002,1.00830e+000,-3.04878e+000,1.15854e+000,-8.59756e+000
0.00000e+000,0.00000e+000,3.47656e-001,-7.12891e-002,1.04004e+000,-3.10976e+000,9.75610e-001,-9.26829e+000
0.00000e+000,0.00000e+000,3.43750e-001,-8.34961e-002,1.04590e+000,-3.41463e+000,-8.53659e-001,-1.18293e+001
0.00000e+000,0.00000e+000,3.43262e-001,-9.86328e-002,1.04150e+000,-3.96341e+000,-2.98780e+000,-1.35976e+001
0.00000e+000,0.00000e+000,3.32520e-001,-1.01563e-001,1.03564e+000,-4.26829e+000,-3.65854e+000,-1.63415e+001
0.00000e+000,0.00000e+000,3.08594e-001,-1.02539e-001,1.03369e+000,-4.02439e+000,-1.64634e+000,-1.78049e+001
0.00000e+000,0.00000e+000,2.90527e-001,-1.03027e-001,1.03369e+000,-3.65854e+000,1.21951e-001,-1.74390e+001
0.00000e+000,0.00000e+000,2.47070e-001,-9.96094e-002,1.03223e+000,-2.86585e+000,3.65854e+000,-1.48780e+001
0.00000e+000,0.00000e+000,2.33398e-001,-1.02539e-001,1.02734e+000,-2.43902e+000,5.73171e+000,-1.35976e+001
0.00000e+000,0.00000e+000,2.09961e-001,-1.01074e-001,1.01953e+000,-3.10976e+000,9.69512e+000,-1.04268e+001
0.00000e+000,0.00000e+000,1.97266e-001,-1.09863e-001,1.01270e+000,-3.35366e+000,1.15854e+001,-8.90244e+000
0.00000e+000,0.00000e+000,1.81152e-001,-1.26953e-001,1.00781e+000,-5.60976e+000,1.62195e+001,-6.89024e+000
0.00000e+000,0.00000e+000,1.82129e-001,-1.36230e-001,1.00195e+000,-6.89024e+000,1.78659e+001,-5.79268e+000
0.00000e+000,0.00000e+000,1.90430e-001,-1.47461e-001,9.95605e-001,-8.90244e+000,2.29268e+001,-4.20732e+000
0.00000e+000,0.00000e+000,2.05566e-001,-1.60645e-001,9.74609e-001,-9.75610e+000,2.51829e+001,-3.59756e+000
0.00000e+000,0.00000e+000,2.13867e-001,-1.63086e-001,9.57520e-001,-1.09756e+001,2.81098e+001,-3.04878e+000
0.00000e+000,0.00000e+000,2.23145e-001,-1.66504e-001,9.18945e-001,-1.06707e+001,2.92683e+001,-2.74390e+000
0.00000e+000,0.00000e+000,2.21191e-001,-1.68945e-001,9.17969e-001,-1.14634e+001,3.31098e+001,-2.31707e+000
0.00000e+000,0.00000e+000,1.85547e-001,-1.83594e-001,8.86719e-001,-1.13415e+001,3.54268e+001,-1.70732e+000
0.00000e+000,0.00000e+000,1.69922e-001,-1.91895e-001,8.34473e-001,-8.23171e+000,3.68902e+001,9.14634e-001
0.00000e+000,0.00000e+000,1.33301e-001,-2.14355e-001,6.60645e-001,-5.79268e+000,3.58537e+001,1.15854e+000
0.00000e+000,0.00000e+000,1.16699e-001,-2.27051e-001,5.62500e-001,1.76829e+000,3.13415e+001,1.03659e+000
0.00000e+000,0.00000e+000,4.88281e-002,-2.65137e-001,4.31152e-001,5.12195e+000,2.86585e+001,3.04878e-001
0.00000e+000,0.00000e+000,-6.83594e-003,-2.87598e-001,4.17969e-001,1.04878e+001,2.59756e+001,-7.31707e-001
0.00000e+000,0.00000e+000,-1.50391e-001,-3.30078e-001,4.58496e-001,1.29878e+001,2.45732e+001,-1.15854e+000
0.00000e+000,0.00000e+000,-2.25098e-001,-3.49121e-001,4.99512e-001,1.64634e+001,2.17073e+001,-1.46341e+000
0.00000e+000,0.00000e+000,-3.54980e-001,-3.75977e-001,5.71777e-001,1.78049e+001,1.62805e+001,-3.04878e+000
0.00000e+000,0.00000e+000,-4.02344e-001,-3.80371e-001,6.05957e-001,1.78049e+001,1.21341e+001,-3.59756e+000
0.00000e+000,0.00000e+000,-4.38477e-001,-3.82813e-001,6.77734e-001,1.57927e+001,3.78049e+000,-4.69512e+000
0.00000e+000,0.00000e+000,-4.24805e-001,-3.68652e-001,7.07031e-001,1.35976e+001,-2.43902e-001,-5.30488e+000
-2.03098e-005,-9.68490e-005,-3.58398e-001,-3.28125e-001,7.65137e-001,9.08537e+000,-6.76829e+000,-5.60976e+000
-3.42412e-005,-9.98703e-005,-2.97363e-001,-3.11035e-001,7.99316e-001,6.34146e+000,-9.69512e+000,-5.48780e+000
-3.54162e-005,-7.60357e-005,-1.45996e-001,-2.73438e-001,8.59375e-001,2.74390e+000,-1.44512e+001,-4.51220e+000
-8.89601e-006,-9.78561e-005,2.73438e-002,-2.37793e-001,8.82813e-001,1.70732e+000,-1.59146e+001,-3.90244e+000
9.23171e-006,-5.95865e-005,1.09863e-001,-2.27051e-001,8.86719e-001,9.75610e-001,-1.90244e+001,-2.74390e+000
-3.18914e-006,-3.13878e-005,2.33398e-001,-1.97266e-001,8.80859e-001,9.14634e-001,-1.96341e+001,-2.19512e+000
-2.01419e-005,-2.13169e-005,2.75879e-001,-1.79199e-001,8.73535e-001,3.41463e+000,-1.89024e+001,-9.14634e-001
5.20333e-006,4.39765e-005,3.16895e-001,-1.43555e-001,8.53027e-001,4.51220e+000,-1.81098e+001,2.43902e-001
1.46029e-005,1.35622e-004,3.23242e-001,-1.24023e-001,8.45703e-001,7.19512e+000,-1.34756e+001,1.40244e+000
1.04067e-005,1.47875e-004,3.12012e-001,-7.95898e-002,8.54004e-001,8.47561e+000,-9.63415e+000,2.07317e+000
8.89601e-006,7.75463e-005,3.09082e-001,-6.29883e-002,8.77441e-001,8.96342e+000,-5.48781e-001,2.43902e+000
-7.88891e-006,5.22011e-005,3.25195e-001,-5.22461e-002,9.68750e-001,8.35366e+000,3.90244e+000,2.13415e+000
-1.04067e-005,2.97093e-005,3.43262e-001,-4.93164e-002,1.02100e+000,7.37805e+000,1.21341e+001,1.28049e+000
3.86053e-006,-9.23171e-006,3.89648e-001,-4.54102e-002,1.09766e+000,6.95122e+000,1.41463e+001,4.87805e-001
3.07164e-005,-3.87732e-005,4.12598e-001,-4.00391e-002,1.12305e+000,7.13415e+000,1.46341e+001,-2.98780e+000
4.06195e-005,-3.92767e-005,4.42871e-001,-2.00195e-002,1.13428e+000,7.74390e+000,1.34146e+001,-4.81707e+000
1.99741e-005,-1.89670e-005,4.44824e-001,-3.90625e-003,1.13818e+000,8.53659e+000,9.81707e+000,-1.00000e+001
6.37827e-006,-1.37636e-005,4.27246e-001,2.34375e-002,1.14844e+000,9.75610e+000,9.08537e+000,-1.51829e+001
1.25887e-005,-1.54421e-005,4.03320e-001,3.12500e-002,1.14795e+000,1.06098e+001,9.57317e+000,-1.75000e+001
1.22530e-005,-5.03548e-007,3.19824e-001,4.05273e-002,1.13672e+000,1.18293e+001,9.81707e+000,-2.21341e+001
-9.73526e-006,8.05676e-006,2.77344e-001,3.41797e-002,1.12549e+000,1.32317e+001,9.51220e+000,-2.39024e+001
-4.28016e-005,-3.69268e-006,1.87988e-001,1.46484e-002,1.08105e+000,1.24390e+001,7.07317e+000,-2.73780e+001
-6.09293e-005,-3.35698e-006,1.42578e-001,7.81250e-003,1.06348e+000,1.21341e+001,6.21951e+000,-2.85976e+001
-5.72366e-005,6.54612e-006,7.32422e-002,-1.41602e-002,1.02295e+000,1.01220e+001,4.75610e+000,-2.90244e+001
-4.39765e-005,1.69528e-005,3.85742e-002,-3.22266e-002,9.81934e-001,8.10976e+000,3.35366e+000,-2.84146e+001
-3.44091e-005,1.47707e-005,3.07617e-002,-4.44336e-002,9.67285e-001,3.96341e+000,-9.75610e-001,-2.66463e+001
-3.30663e-005,-9.56741e-006,3.61328e-002,-6.68945e-002,9.35059e-001,2.01220e+000,-3.47561e+000,-2.55488e+001
-5.52224e-005,3.37377e-005,4.24805e-002,-7.47070e-002,9.18945e-001,-7.31707e-001,-6.76829e+000,-2.28659e+001
-6.99931e-005,7.23430e-005,5.51758e-002,-8.93555e-002,8.99902e-001,-1.95122e+000,-7.68293e+000,-2.09756e+001
-6.32792e-005,-1.77920e-005,6.68945e-002,-9.66797e-002,8.91602e-001,-3.41463e+000,-7.74390e+000,-1.67073e+001
-4.98512e-005,-1.08598e-004,8.93555e-002,-1.14746e-001,8.86719e-001,-4.75610e+000,-7.62195e+000,-1.40854e+001
-3.03807e-005,-1.52575e-004,1.09863e-001,-1.21094e-001,8.91602e-001,-5.85366e+000,-5.91463e+000,-8.47561e+000
-1.22530e-005,-4.49836e-005,1.64063e-001,-1.38672e-001,8.81348e-001,-6.52439e+000,-6.03659e+000,-5.91463e+000
7.21752e-006,1.41497e-004,1.87988e-001,-1.45020e-001,8.67676e-001,-6.46341e+000,-7.56098e+000,-1.34146e+000
2.33310e-005,1.64996e-004,2.35352e-001,-1.63086e-001,8.25195e-001,-5.67073e+000,-9.02439e+000,1.21951e-001
3.37377e-005,1.27398e-004,2.45605e-001,-1.66504e-001,8.03223e-001,-4.93902e+000,-1.10976e+001,1.40244e+000
3.00450e-005,6.89860e-005,2.32910e-001,-1.75293e-001,7.57324e-001,-4.39024e+000,-1.07927e+001,1.28049e+000
3.35698e-006,-1.62814e-005,2.10938e-001,-1.83105e-001,7.31445e-001,-1.58537e+000,-1.05488e+001,1.46341e+000
-2.06455e-005,-6.59647e-005,1.59180e-001,-1.98242e-001,6.54785e-001,2.92683e+000,-1.25610e+001,8.53659e-001
-2.93736e-005,-9.68490e-005,1.30859e-001,-2.06543e-001,6.19141e-001,4.63415e+000,-1.31098e+001,-1.82927e-001
-3.25628e-005,-1.09606e-004,4.44336e-002,-2.30957e-001,5.78125e-001,9.02439e+000,-1.17683e+001,-9.14634e-001
-2.97093e-005,-1.08431e-004,-2.44141e-003,-2.46094e-001,5.75195e-001,1.06707e+001,-1.04268e+001,-1.34146e+000
-2.50095e-005,-7.82177e-005,-8.93555e-002,-2.79785e-001,5.96680e-001,1.43293e+001,-8.53659e+000,-1.15854e+000
-2.70237e-005,-5.45510e-005,-1.20117e-001,-2.94922e-001,6.10840e-001,1.64024e+001,-8.96342e+000,-9.14634e-001
-2.78630e-005,-3.37377e-005,-1.56738e-001,-3.14941e-001,6.36230e-001,1.85976e+001,-1.18293e+001,-4.87805e-001
-2.63523e-005,-1.93027e-005,-1.68945e-001,-3.22754e-001,6.64551e-001,1.93293e+001,-1.39634e+001,-6.09756e-001
-2.14847e-005,-1.52743e-005,-1.67480e-001,-3.21777e-001,6.88477e-001,1.88415e+001,-1.84756e+001,-1.64634e+000
-1.72885e-005,-4.53193e-006,-1.44043e-001,-2.98828e-001,7.67090e-001,1.76220e+001,-2.06707e+001,-2.07317e+000
-2.11490e-005,8.72816e-006,-1.15723e-001,-2.86133e-001,8.11035e-001,1.51829e+001,-2.40244e+001,-3.23171e+000
-2.28275e-005,1.25887e-005,-2.78320e-002,-2.55859e-001,8.92090e-001,1.45732e+001,-2.57317e+001,-3.53659e+000
-2.29953e-005,1.15816e-005,3.46680e-002,-2.34863e-001,9.25781e-001,1.22561e+001,-3.16463e+001,-2.43902e+000
-1.86313e-005,1.59457e-005,1.72852e-001,-1.98242e-001,9.67285e-001,1.12805e+001,-3.49390e+001,-1.76829e+000
-1.47707e-005,1.89670e-005,2.38770e-001,-1.69434e-001,9.70215e-001,1.03049e+001,-4.12805e+001,-3.04878e-001
-1.15816e-005,1.94705e-005,3.42773e-001,-1.13281e-001,9.71191e-001,9.75610e+000,-4.39024e+001,1.82927e-001
-1.15816e-005,2.23239e-005,3.78418e-001,-8.64258e-002,9.67773e-001,9.93902e+000,-4.66463e+001,9.14634e-001
-1.25887e-005,2.13169e-005,4.22363e-001,-3.51563e-002,9.73633e-001,9.75610e+000,-4.68293e+001,9.14634e-001
-1.62814e-005,2.01419e-005,4.28711e-001,-1.61133e-002,9.78516e-001,9.81707e+000,-4.42683e+001,1.46341e+000
-2.11490e-005,2.26596e-005,4.39941e-001,1.12305e-002,9.88281e-001,9.93902e+000,-3.89634e+001,2.25610e+000
-2.06455e-005,2.19883e-005,4.39453e-001,2.14844e-002,9.94141e-001,1.01829e+001,-3.59146e+001,3.41463e+000
-1.59457e-005,2.40024e-005,4.35547e-001,3.27148e-002,1.01904e+000,8.35366e+000,-2.72561e+001,5.97561e+000
-1.42672e-005,2.51774e-005,4.31152e-001,3.46680e-002,1.04053e+000,7.25610e+000,-2.13415e+001,7.98780e+000
-1.86313e-005,2.19883e-005,4.25781e-001,5.17578e-002,1.15234e+000,2.01220e+000,-6.76829e+000,1.11585e+001
-2.11490e-005,1.27565e-005,4.10156e-001,5.27344e-002,1.20605e+000,0.00000e+000,-5.48781e-001,1.26220e+001
-2.19883e-005,3.86053e-006,4.16016e-001,2.63672e-002,1.17920e+000,1.15854e+000,1.09756e+000,1.46341e+001
-2.36667e-005,-1.22530e-005,4.61914e-001,1.61133e-002,1.12256e+000,1.58537e+000,9.14634e-001,1.39634e+001
-1.62814e-005,-3.44091e-005,5.34180e-001,1.12305e-002,1.04297e+000,8.53659e-001,5.79268e+000,1.02439e+001
-8.72816e-006,-3.74304e-005,5.20020e-001,-4.39453e-003,1.03564e+000,0.00000e+000,8.96342e+000,7.62195e+000
-1.14137e-005,-3.50805e-005,4.83398e-001,-1.22070e-002,1.03564e+000,1.40244e+000,1.34146e+001,1.82927e+000
-2.56809e-005,-1.34279e-005,3.87695e-001,-3.71094e-002,1.02002e+000,2.98780e+000,1.53659e+001,-1.58537e+000
-2.56809e-005,-8.39246e-007,3.22754e-001,-4.73633e-002,1.00244e+000,6.40244e+000,1.87805e+001,-9.32927e+000
-9.56741e-006,-7.21752e-006,2.10449e-001,-8.15430e-002,9.78027e-001,6.40244e+000,1.84146e+001,-1.28659e+001
1.89670e-005,-2.04776e-005,1.65527e-001,-9.66797e-002,9.66797e-001,6.52439e+000,1.57317e+001,-1.85976e+001
3.45769e-005,-2.80308e-005,8.59375e-002,-1.26953e-001,9.36523e-001,5.79268e+000,1.24390e+001,-2.00610e+001
3.44091e-005,-1.89670e-005,6.25000e-002,-1.34766e-001,9.17969e-001,5.36585e+000,6.46341e+000,-2.12805e+001
2.29953e-005,-1.04067e-005,2.97852e-002,-1.43066e-001,8.81836e-001,4.39024e+000,4.20732e+000,-2.11585e+001
-6.71397e-007,-7.72107e-006,2.24609e-002,-1.45508e-001,8.75977e-001,1.70732e+000,5.48781e-001,-1.78659e+001
-1.54421e-005,-4.19623e-006,2.49023e-002,-1.57227e-001,8.84766e-001,6.09756e-001,-7.92683e-001,-1.57317e+001
-2.56809e-005,9.90310e-006,3.80859e-002,-1.64063e-001,8.82813e-001,-1.52439e+000,-2.98780e+000,-1.00000e+001
-4.28016e-005,5.08583e-005,7.81250e-002,-1.83105e-001,8.34473e-001,-1.70732e+000,-8.78049e+000,-4.51220e+000
-4.80049e-005,8.03998e-005,1.04980e-001,-1.91406e-001,7.93945e-001,-1.34146e+000,-1.25000e+001,-2.68293e+000
-4.75013e-005,8.27497e-005,1.25977e-001,-2.06055e-001,7.23145e-001,-1.21951e-001,-1.52439e+001,-9.14634e-001
-4.36408e-005,6.16007e-005,1.10840e-001,-2.13867e-001,7.11426e-001,4.26829e-001,-1.39634e+001,-6.09756e-002
-3.40734e-005,3.40734e-005,7.32422e-002,-2.40723e-001,7.24121e-001,1.95122e+000,-8.53659e+000,3.10976e+000
-3.47448e-005,2.93736e-005,5.51758e-002,-2.56348e-001,7.35840e-001,3.04878e+000,-6.40244e+000,4.57317e+000
-3.91089e-005,1.79599e-005,5.07813e-002,-2.91016e-001,7.45117e-001,5.79268e+000,-5.30488e+000,7.19512e+000
